customer_id,customer_tier,delay_hours,past_issues,order_value,communication_preference,customer_tenure_months,action_applied,churn_probability,churn_label
27,Gold,29.196374588065275,1,3670.3395213243957,email,37,do_nothing,0.5363282601287129,1
28,Silver,26.796253849232745,0,2481.2767113799205,push,42,refund,0.01,0
29,Silver,12.732370087139671,1,4452.744498136908,push,22,email,0.3876237114572504,0
30,Platinum,13.38546956242536,0,1119.5875927397378,push,23,refund,0.01,0
31,Silver,0.06424135350606386,0,1671.52362754554,sms,39,credit,0.01,0
32,Gold,50.29415120426488,1,2702.9285836353647,email,25,email,0.9604117371489309,1
33,Platinum,25.228356874594034,0,776.0236949566338,push,12,refund,0.01,0
34,Bronze,27.0576853743804,0,930.5860170494627,sms,25,email,0.18537476113415832,0
35,Bronze,12.91908211681885,1,2288.495172750674,email,62,refund,0.01,0
36,Bronze,5.073537557775785,1,4747.488335305493,sms,15,do_nothing,0.22406302742192627,1
37,Gold,26.892084419151782,0,4587.861619746502,email,12,credit,0.017339360743485983,0
38,Platinum,4.1355493569763535,2,2596.88686225285,email,18,do_nothing,0.3394328972831856,1
39,Silver,9.925946613131691,0,1139.7134502982854,sms,27,refund,0.01,0
40,Silver,1.2607396884898288,2,1301.4844518129603,push,11,refund,0.021514898632325242,0
41,Platinum,30.60573323485559,0,2198.9572457410727,email,5,email,0.10163229327130478,0
42,Silver,1.8206300688628863,1,1445.3338778905163,email,25,email,0.26756662729022235,0
43,Platinum,3.0571092551608148,1,873.3901747567002,push,23,refund,0.01,0
44,Bronze,9.800987617853828,0,3531.998675839987,email,5,refund,0.01,0
45,Gold,17.331811443852907,1,3116.518870067127,push,7,credit,0.04727067368213213,1
46,Silver,11.590540704501453,0,1810.8354109013828,email,21,refund,0.01,0
47,Gold,3.169679119957454,0,4005.267721485369,push,15,credit,0.01,0
48,Silver,0.011321849662211513,0,3991.769994676255,email,11,do_nothing,0.03176155421013657,0
49,Silver,16.98376439717688,0,2709.508865957428,email,15,do_nothing,0.17602337929250667,1
50,Gold,50.56347857705827,1,934.3964998035225,email,11,refund,0.03997498833192249,0
51,Bronze,19.92328859744353,0,4633.11230045611,push,18,refund,0.01,0
52,Bronze,7.398826066318318,0,3508.9723559343706,email,35,do_nothing,0.06525861284992533,1
53,Bronze,28.091827933307272,0,1611.7286861837792,sms,39,credit,0.04418913018059057,0
54,Bronze,6.328495131000624,1,3247.04546165402,sms,12,credit,0.03489664418859964,0
55,Silver,8.931620574736932,1,2322.596731224336,sms,23,refund,0.01,0
56,Bronze,7.781063603037975,0,3359.0733788118105,email,23,refund,0.01,0
57,Platinum,7.12231289576625,1,2632.4190307895938,push,6,credit,0.014694540912398439,0
58,Gold,17.910037199349194,0,2684.6246760788003,push,3,email,0.042863670312302864,0
59,Platinum,8.9780572999218,0,3811.469413583117,email,47,do_nothing,0.017907108296568563,0
60,Gold,4.570156024247505,0,3261.765857287891,sms,30,refund,0.01,0
61,Gold,3.5834306699716336,0,859.7871105990155,push,46,do_nothing,0.028370784779466376,0
62,Gold,0.46173838237961456,0,794.1810670083664,email,38,credit,0.01,0
63,Bronze,10.50164617012974,1,1872.5415687352636,push,30,credit,0.04611696561720492,0
64,Gold,3.1357758662529394,1,2436.1069844243584,sms,38,do_nothing,0.0967696843235532,1
65,Gold,1.9239113996758754,1,1738.5015163067874,sms,18,refund,0.01,0
66,Silver,12.729902287374152,0,3431.569361314631,push,32,refund,0.01,0
67,Platinum,13.718644464942479,0,1377.9856927652986,email,38,email,0.012570743419852143,0
68,Bronze,16.739415521934895,1,3668.6349337827637,email,31,do_nothing,0.4551743173383698,1
69,Platinum,8.403920211677391,1,3979.178338500186,push,10,refund,0.01,0
70,Bronze,26.937977532419115,0,1059.4368841804276,sms,8,credit,0.07962380421022493,0
71,Bronze,33.05090531622141,0,3428.628095133446,email,29,do_nothing,0.5098399575181627,0
72,Gold,19.763866887169694,1,4826.461891550513,push,11,refund,0.01,0
73,Platinum,12.113822722096067,2,1367.7071776850603,push,11,do_nothing,0.6266427432637165,0
74,Bronze,4.34405724299856,0,4591.862740022695,sms,15,do_nothing,0.05819675294240652,0
75,Silver,48.855687208983916,2,3227.2157717330747,sms,17,email,0.99,1
76,Silver,3.8447140783701776,1,3159.2519029927034,email,15,refund,0.01,0
77,Bronze,2.7176427728459975,0,733.6520704439022,email,14,credit,0.01,0
78,Platinum,7.004070531958587,0,3867.351252738792,email,18,do_nothing,0.025754268128055004,0
79,Gold,0.7022393350334841,0,2652.228736916262,sms,7,email,0.01,0
80,Platinum,46.073339038306905,0,3745.2847632581033,push,5,do_nothing,0.6360537663730974,1
81,Bronze,10.653417661327325,0,4141.314965509727,email,55,email,0.012580819893674088,0
82,Silver,9.768928434680156,3,2857.0836801752534,email,9,credit,0.43236384421700763,1
83,Gold,12.79825904762162,1,1686.3994097524137,email,1,credit,0.04718087063001308,0
84,Platinum,8.246545481533651,1,1137.0762112676603,push,13,email,0.2967628804277504,1
85,Gold,0.3910657282997127,0,1222.2640756958642,email,3,email,0.010299100215913088,0
86,Gold,11.370630626305843,1,4401.205942756094,email,6,do_nothing,0.23809028282638944,0
87,Silver,15.112721653469077,0,1056.1014303367492,sms,19,refund,0.01,0
88,Silver,6.469653089916534,1,2231.123328709558,sms,6,email,0.4208562588837243,0
89,Bronze,16.99093106355295,0,2004.2359083006386,sms,46,credit,0.01349747324450217,0
90,Silver,3.0897349355957684,0,4394.550500325366,push,33,credit,0.01,0
91,Platinum,3.0011922635379875,0,2649.620753124312,sms,39,credit,0.01,0
92,Silver,2.1125004198029034,0,4984.008878066619,email,20,credit,0.01,0
93,Bronze,5.5824812191677315,1,3816.746358364151,email,7,credit,0.03226653863189548,0
94,Silver,22.52875228029025,1,4329.1560893192855,push,14,credit,0.0745890971369852,0
95,Bronze,21.116995994948425,0,944.0251971200371,push,24,credit,0.03667571077353556,0
96,Silver,5.791216577969321,1,1638.9601486920317,email,42,do_nothing,0.1841213811905619,0
97,Silver,10.673412018638876,0,1109.5078800732272,push,8,refund,0.01,0
98,Silver,15.310624198776134,1,2586.2988758025185,email,20,refund,0.01,0
99,Platinum,3.3123116285081347,0,3732.293696728594,sms,37,credit,0.01,0
100,Platinum,2.2091091231961952,1,1260.7860569135007,email,24,email,0.15300213491980788,0
101,Platinum,42.947819856049534,0,1085.7584505638247,push,55,email,0.1515661824961137,0
102,Silver,11.534117704787622,0,3265.7393695119817,sms,14,refund,0.01,0
103,Gold,47.8252717868513,1,1536.407391935408,email,14,do_nothing,0.9476109138884117,1
104,Silver,4.945454297557101,0,2656.962822891834,push,3,credit,0.01,0
105,Bronze,14.569558557546507,0,730.0297747747297,push,18,credit,0.02425104360565736,0
106,Gold,3.0216592608007407,1,3562.7576543035916,sms,28,credit,0.01,0
107,Silver,3.632739149810984,0,2935.9237173892416,email,40,credit,0.01,0
108,Bronze,8.60687186486273,1,3413.4030453138475,email,20,refund,0.01,0
109,Gold,4.621212699646904,1,1739.3287102688573,push,42,credit,0.010231938313440367,0
110,Platinum,2.201617085054559,0,1753.71338912689,sms,30,credit,0.01,0
111,Gold,3.6600663616273774,0,4106.122398908412,email,64,refund,0.01,0
112,Gold,0.4368362020218553,0,3733.530408431718,sms,25,do_nothing,0.017932902814920187,0
113,Bronze,14.625936040521019,1,3108.7789303937657,push,32,do_nothing,0.42576230751837457,0
114,Bronze,8.130041972492883,2,3326.6456410193623,email,29,refund,0.021065522158149993,0
115,Silver,1.1878115297853866,0,923.1988077549745,push,40,refund,0.01,0
116,Bronze,2.2604714322723964,0,4352.770870030641,email,26,email,0.01,0
117,Bronze,1.2981677032432632,0,3964.581648552482,push,16,email,0.011172112637513974,0
118,Gold,11.379347569233135,0,3157.2119022055144,email,7,email,0.019199070932271,0
119,Bronze,1.1873782718046897,1,4633.678089954083,sms,13,refund,0.01,0
120,Silver,16.842865169057298,0,1258.870584647299,email,15,credit,0.0191537678255479,0
121,Bronze,0.248690274132277,0,3589.958237153751,email,44,refund,0.01,0
122,Bronze,3.442201631217691,2,4833.417999434724,push,35,refund,0.011046064769680413,0
123,Gold,26.56024852371968,1,1895.0403405646439,email,79,refund,0.01,0
124,Platinum,15.212809104268072,0,568.8154133037929,email,20,refund,0.01,0
125,Gold,0.9092106382324303,0,3806.903601361099,email,9,do_nothing,0.025321356344989852,0
126,Silver,20.65289058893685,0,531.4114600525718,push,10,refund,0.01,0
127,Bronze,8.151762612543582,1,4426.4014213197515,email,39,do_nothing,0.205853365832266,0
128,Bronze,22.510802869164586,0,753.3556344660643,sms,12,refund,0.01,0
129,Platinum,11.017702563824066,1,3437.441284423447,sms,5,credit,0.018058858553796273,0
130,Silver,13.74214772994539,1,2197.328649904177,push,29,credit,0.03982302192354366,0
131,Silver,60.434318301335345,1,1415.0329417252979,email,37,do_nothing,0.984021839050956,1
132,Gold,3.1728306007456393,0,4542.162799342231,push,4,email,0.01,0
133,Platinum,11.736256777106266,2,3858.10633367088,email,13,email,0.9199747792156125,1
134,Gold,7.401377800545913,0,2031.9825476446706,push,12,email,0.014683207252185948,0
135,Bronze,0.48301530047290275,0,1778.6889178575125,email,21,email,0.014379947261050534,0
136,Gold,0.17491634849162013,0,3812.055323725127,email,12,email,0.01,0
137,Silver,1.5234856727678794,1,4264.568431728487,push,19,email,0.1853420765703773,1
138,Silver,12.566765504817702,1,3721.3270893311424,push,24,refund,0.01,0
139,Gold,10.048731220559876,0,3379.951512660836,push,4,do_nothing,0.07235146802514915,0
140,Bronze,9.673897600272225,0,1525.6612633489196,email,17,refund,0.01,0
141,Bronze,0.3885027606918231,0,4337.617924744125,push,14,credit,0.01,0
142,Gold,7.602768422599485,0,3873.478925562687,email,17,do_nothing,0.04091751220639752,0
143,Silver,31.023008084091543,0,2827.734303948865,sms,17,do_nothing,0.4493626815810484,1
144,Gold,6.081841265127094,0,2802.144930200513,sms,4,credit,0.01,0
145,Gold,11.76747032580248,1,3061.2786251330585,email,61,email,0.1891552203322245,1
146,Platinum,18.159646444614115,1,4227.243773803983,email,22,email,0.3386123667544351,0
147,Silver,18.385572014631066,2,3840.167969769009,push,39,credit,0.14266468241313865,0
148,Silver,8.789645644274339,1,4353.1024727564745,email,10,refund,0.01,0
149,Platinum,23.419078391639058,1,2782.7724724642508,email,46,refund,0.01,0
150,Gold,5.958696564442244,0,3310.9207655821574,sms,21,do_nothing,0.03604367824237862,0
151,Bronze,26.345580711115417,0,4345.573131031908,push,31,refund,0.01,0
152,Gold,3.2968295224109325,0,1545.440270795219,push,6,refund,0.01,0
153,Platinum,3.9456561289861227,0,2498.093061153008,email,15,refund,0.01,0
154,Silver,0.655002827845148,2,3292.9350664072413,push,23,credit,0.049283022677194185,0
155,Bronze,19.051050747396133,2,4618.158158111456,sms,61,do_nothing,0.6816735487202066,1
156,Gold,6.475954103337083,0,571.2620497075624,sms,29,credit,0.01,0
157,Silver,3.122618004811335,0,1456.579211779524,sms,8,refund,0.01,0
158,Bronze,3.1643100851142756,2,1555.0272849258067,email,9,credit,0.15365496086083247,0
159,Gold,27.800201055855876,0,1969.757061178074,email,5,do_nothing,0.37427238862516177,0
160,Silver,21.543182519141304,2,1768.039791893055,sms,11,email,0.99,1
161,Gold,9.67662063828762,0,3155.6245350300737,sms,47,do_nothing,0.032187417404059206,0
162,Silver,11.488815729361828,0,4485.291189146354,push,27,refund,0.01,0
163,Silver,7.716878559542582,0,3366.4002848257524,push,31,refund,0.01,0
164,Silver,5.964385177761432,0,1586.8695152946161,push,47,do_nothing,0.044747702651751375,0
165,Platinum,29.648762243879734,1,4386.88782531538,push,32,email,0.5615607402482367,1
166,Bronze,1.6107824459580522,1,3344.2060511638097,sms,6,email,0.3480179514367072,1
167,Gold,6.504633671911392,1,1485.329562445557,push,37,email,0.23386711841761457,0
168,Gold,5.069417089871041,0,2127.4994172492643,sms,70,do_nothing,0.016007543130132206,0
169,Platinum,8.273465326985324,1,4054.8416303290214,sms,6,refund,0.01,0
170,Silver,7.341723718045255,1,3825.190316692014,email,24,refund,0.01,0
171,Silver,8.779900455816392,0,3094.6206627753913,push,46,refund,0.01,0
172,Platinum,1.8087441797466473,2,1151.4537623325282,sms,39,credit,0.02799040844563782,0
173,Silver,8.637381067700305,1,4114.801837915269,email,71,refund,0.01,0
174,Gold,3.331494851460853,0,1883.9413784873666,email,47,email,0.01,0
175,Silver,2.444964857054767,0,3972.1907254962307,sms,12,credit,0.01,0
176,Gold,0.8043775115915442,0,3414.0486459301646,sms,42,do_nothing,0.014169788985650475,0
177,Silver,17.258762574740828,0,1688.7662673958318,push,20,email,0.051569554028017675,0
178,Gold,6.691693204965443,0,1455.6615265969551,push,16,do_nothing,0.06054215864878919,0
179,Bronze,11.822664512378555,0,1089.0946546597345,sms,12,refund,0.01,0
180,Platinum,15.605511213577284,1,1588.758064646521,sms,43,credit,0.018464728517799272,0
181,Gold,13.647613668765036,2,1210.23060102113,email,7,do_nothing,0.7654356610778545,1
182,Platinum,7.629881663949199,0,3276.730615044881,email,24,email,0.01,0
183,Bronze,5.890286494164596,0,3194.524035397641,email,12,email,0.022098998306221605,0
184,Bronze,5.658487983669025,1,3137.7742705975875,email,21,do_nothing,0.2725533960999413,0
185,Gold,12.26144164496693,0,3388.504141511773,email,18,refund,0.01,0
186,Silver,8.193476575927376,1,4166.530402840548,push,22,credit,0.019154201112268586,0
187,Bronze,22.69621968492303,0,4610.987201974115,email,27,refund,0.01,0
188,Silver,24.924723045736293,0,1536.6899205579296,sms,11,refund,0.01,0
189,Silver,2.244059525225591,2,3144.9852057601656,push,7,refund,0.017010058118718953,0
190,Gold,1.7574357213678087,0,852.5129956127216,email,11,do_nothing,0.04676354571217104,0
191,Platinum,11.944037336716843,2,1040.640972600178,email,24,refund,0.01350729090998738,0
192,Bronze,4.301130570143341,0,3444.526908326257,email,21,do_nothing,0.06423643171449514,0
193,Bronze,0.22494383500111603,1,2689.612527607029,sms,11,email,0.3240046955044597,0
194,Silver,26.340132639070077,0,3912.494390754952,email,23,email,0.07526544380148623,0
195,Gold,3.0881743809750377,1,2415.5486644575712,sms,44,email,0.13536971965018857,0
196,Gold,31.788432908513713,1,1074.1928307482215,sms,21,do_nothing,0.776260325217817,1
197,Silver,15.166136676259224,1,4424.241442238715,email,10,do_nothing,0.3850341702058397,1
198,Bronze,17.258809652922842,1,872.9981201539503,email,6,credit,0.1491470283816885,0
199,Bronze,2.6996651018080695,1,1350.3408914092192,push,21,refund,0.01,0
200,Bronze,3.2019235296266975,0,1746.3958968283296,push,10,do_nothing,0.09716872146750108,0
201,Silver,8.839365874566232,0,4978.762731794421,push,16,do_nothing,0.055628920699189656,0
202,Platinum,2.2663527222815256,0,2375.8691907919274,sms,28,refund,0.01,0
203,Gold,4.373577203474181,1,2757.688387151517,email,26,credit,0.011229525302859984,0
204,Bronze,4.6537859971105,0,3963.6353793824082,push,46,refund,0.01,0
205,Silver,2.086955142113454,0,3363.8701340246616,sms,4,refund,0.01,0
206,Platinum,2.7557180386855977,1,4286.3931137360005,push,17,email,0.10700486627438288,0
207,Platinum,18.645305117038713,0,2688.950563645522,push,18,email,0.023356198302420673,0
208,Silver,2.195481407576907,1,4874.799593719499,email,24,refund,0.01,0
209,Platinum,0.3464418361692449,0,4085.655627138386,email,8,credit,0.01,0
210,Gold,11.910124715982079,1,2306.144247409693,sms,12,credit,0.031391674069406635,0
211,Silver,44.7479800467245,0,2215.723203253616,email,7,credit,0.1891064909935501,0
212,Silver,4.827490479131841,0,4682.71036419898,push,25,do_nothing,0.03377117604836894,0
213,Silver,1.5156831253785055,1,3579.870361166227,sms,11,email,0.23426095381231896,1
214,Gold,10.138454794659257,0,3296.4513553653737,sms,38,credit,0.01,0
215,Silver,28.418829809048233,0,3910.2378684521486,sms,34,do_nothing,0.2649953410940858,0
216,Gold,18.393155159199374,1,3023.7522265027014,sms,41,refund,0.01,0
217,Gold,11.690720960483386,1,1216.25047888577,email,15,refund,0.01,0
218,Silver,4.541027051048702,1,1936.46957935294,push,15,refund,0.01,0
219,Silver,9.367493984231407,0,3010.7518866903642,email,16,email,0.020126207101405284,0
220,Bronze,1.148154881477291,1,581.7551941722513,email,10,do_nothing,0.33147186444640964,0
221,Silver,13.633729829835417,1,2468.0781723345253,sms,7,refund,0.01,0
222,Silver,15.49600082296563,0,3901.112956741715,email,9,credit,0.011367294915654204,0
223,Platinum,40.23973365140903,2,1239.0530203232256,email,52,credit,0.4094511932637204,0
224,Gold,3.619706499381027,0,790.5152757060757,push,13,credit,0.01,0
225,Gold,0.22354636619970508,0,4262.131133274643,sms,62,credit,0.01,0
226,Gold,9.465552473391465,1,3277.732408085129,email,13,refund,0.01,0
227,Bronze,14.722415080783321,0,1294.6053762025879,sms,23,credit,0.01995920578142486,0
228,Gold,18.75107993462417,0,4128.372412624371,push,26,credit,0.01,0
229,Bronze,2.584172213826084,1,3461.5826216924556,email,21,refund,0.01,0
230,Silver,3.641719735598558,0,2003.536713417972,push,13,do_nothing,0.06317810581377215,0
231,Bronze,8.623818231705956,0,2192.8832238278264,push,3,refund,0.01,0
232,Silver,4.816496402396042,0,1201.4967343417175,sms,19,email,0.017316118557989407,0
233,Silver,23.63727626687486,0,4258.650173939332,sms,10,email,0.06991456778224307,0
234,Silver,7.703978264244844,2,2790.5299323968393,sms,13,refund,0.021187948866933676,0
235,Gold,19.28800018910337,1,3006.5858448964727,email,13,email,0.5664748442397143,0
236,Silver,10.427727332406047,0,4475.713618389865,sms,52,do_nothing,0.035833873034116476,0
237,Gold,17.79842928000633,1,571.2377740389227,email,9,do_nothing,0.5462661139765639,0
238,Platinum,4.853700937741023,0,801.1537813548143,push,61,credit,0.01,0
239,Silver,21.363897914832098,1,1227.1054183691676,sms,69,email,0.5277137437422895,1
240,Gold,3.851926661651108,2,635.170158896655,push,37,do_nothing,0.4300023986793539,0
241,Bronze,9.478508920815745,0,3461.702704809798,sms,2,do_nothing,0.14374963825309664,0
242,Bronze,2.889690437200982,0,3352.4576068474435,push,6,email,0.017959338611525513,0
243,Bronze,7.744325015581784,0,1448.6085631804353,email,43,refund,0.01,0
244,Gold,4.595790714990135,0,1172.3290019901265,push,8,do_nothing,0.060945887278646395,0
245,Platinum,3.72246074697162,1,1155.5811562397303,email,22,credit,0.010601572565586461,0
246,Bronze,40.92952585670053,0,4789.58635993389,sms,13,email,0.348653154821351,0
247,Silver,2.093299342247993,0,3620.7703788113367,sms,45,credit,0.01,0
248,Bronze,18.575928454332967,0,3134.4297280928567,sms,21,do_nothing,0.23338538807957251,0
249,Bronze,49.74636048371154,1,1951.1909231229242,email,23,do_nothing,0.9740274143000639,1
250,Bronze,0.24122622688992285,1,2448.694390589553,sms,89,do_nothing,0.060334705574462515,0
251,Gold,14.408833139193515,0,902.3264653964345,email,61,email,0.013931381616801668,0
252,Gold,3.4988644316088537,0,4991.683496247507,email,21,do_nothing,0.02046322805721235,0
253,Bronze,0.4959632881725393,0,3897.8845860723563,push,2,refund,0.01,0
254,Gold,6.187838673850354,1,3296.5392057270255,sms,33,email,0.18234738798266206,0
255,Gold,32.84069474061121,1,3144.95237852547,push,76,refund,0.01,0
256,Silver,0.1420182090785046,1,2769.4146741492764,email,3,do_nothing,0.18247308935006723,0
257,Bronze,10.637454256097692,0,1658.4234245361313,push,36,credit,0.010007983030508634,0
258,Silver,8.351328543996374,0,1518.7568155688018,sms,47,credit,0.01,0
259,Silver,24.799172317649234,0,2972.8960573515096,email,21,email,0.08056744887205294,0
260,Platinum,1.0528894326859972,1,815.9036655107825,push,22,do_nothing,0.09993996689940068,0
261,Silver,13.730574405580903,0,835.1185949084106,sms,21,email,0.042534821703345535,0
262,Bronze,13.677325794771779,0,3023.6612142215754,sms,7,do_nothing,0.2014912992569249,0
263,Platinum,13.27054410739111,0,4639.154216946076,push,93,refund,0.01,0
264,Silver,34.237153400849905,1,4614.223330084345,email,5,refund,0.014614957274150473,1
265,Bronze,20.785202194607137,1,548.7273529735654,sms,36,email,0.7770876922777487,0
266,Silver,0.5145483833052563,2,983.273970413524,email,34,refund,0.01405077400276918,0
267,Silver,7.643081723742297,0,3123.8496219141275,sms,8,credit,0.01,0
268,Silver,6.089038283778877,1,4318.140748127738,email,22,email,0.2507297022367661,0
269,Gold,4.455324816670323,1,4795.020889955729,email,7,refund,0.01,0
270,Gold,7.203244420388262,0,4372.620017206007,sms,29,do_nothing,0.028354657503017876,0
271,Bronze,5.817883204981719,1,3549.2591088340514,push,49,email,0.24823208802532085,0
272,Bronze,6.794662620152598,0,1402.362849151561,push,23,credit,0.01,0
273,Bronze,46.50937238912875,1,826.7966329053306,push,35,do_nothing,0.9639307207319903,1
274,Bronze,1.1137149736006582,3,713.8210220854012,email,9,credit,0.44459597911753757,1
275,Silver,30.648128533165476,0,3254.345530814351,push,9,do_nothing,0.4585810692200327,1
276,Silver,7.8525814711613116,1,662.8487180691097,push,21,do_nothing,0.33909908043813314,0
277,Bronze,11.729770237961246,0,3826.579804094978,sms,6,credit,0.013001078394345434,0
278,Silver,21.276404349031356,1,3706.118318079361,email,8,do_nothing,0.5808872675366625,1
279,Silver,5.364130170171467,0,858.2487114950551,push,12,email,0.022417588934331836,0
280,Bronze,6.754312582285795,0,4579.800642665576,sms,30,refund,0.01,0
281,Bronze,6.321803277824687,0,2848.6817988138605,email,9,do_nothing,0.10740214146994248,0
282,Gold,5.634880294595423,0,4569.973553019792,sms,20,email,0.01,0
283,Gold,31.168197722666143,1,4557.24525284745,push,36,do_nothing,0.5462104314026174,0
284,Platinum,21.188181761763964,0,1386.6532874920324,email,14,credit,0.012737390143425068,0
285,Silver,1.3849300816103591,1,2212.5993257132814,email,14,email,0.2720934983508189,0
286,Platinum,1.3731293219412783,1,1105.8185007671732,push,30,do_nothing,0.08441247471748849,0
287,Silver,6.700658312778877,1,3987.4010456134433,sms,24,credit,0.016717819369100263,0
288,Silver,1.2464378839347319,0,2768.5621199203815,email,15,do_nothing,0.041924000637330344,1
289,Gold,11.582403339072588,0,4679.634089277419,email,10,email,0.013684850847719046,0
290,Silver,1.8614963499867803,0,1436.9684669432481,email,12,email,0.014185553538848223,0
291,Platinum,8.867108862018663,0,3597.654476836517,push,36,refund,0.01,0
292,Platinum,0.08695364348731371,1,4951.565724977189,sms,14,do_nothing,0.04919028630244562,0
293,Bronze,4.568035152601731,1,3494.215678194461,push,100,email,0.0960383261852005,0
294,Gold,13.568323271108243,0,809.482697738207,email,11,credit,0.01142176041346731,0
295,Platinum,7.940687782873063,0,3147.9095736283575,sms,32,email,0.01,0
296,Silver,45.948453972147966,3,1309.2923735655652,sms,33,do_nothing,0.99,1
297,Bronze,24.86756987790867,1,637.2624983869193,push,27,email,0.8604826501979533,1
298,Gold,5.338034974587341,1,2007.3231378734638,push,6,email,0.31267109062603377,0
299,Silver,0.5586424300117137,0,1697.4683737432958,email,41,refund,0.01,0
300,Platinum,22.420547921196622,0,4049.4690446708937,push,20,email,0.02489595065057353,0
301,Platinum,29.061060972773646,0,2181.562434851452,push,50,do_nothing,0.15056118214572947,0
302,Silver,20.619480427918987,0,3798.3145117333843,push,16,do_nothing,0.19502007149632603,0
303,Silver,1.6429013942253994,0,573.0754637719914,push,16,email,0.015212252367904707,0
304,Silver,72.0,0,566.6546004502597,push,28,email,0.9325583585666651,0
305,Silver,3.590324478349854,0,631.9105589640069,email,20,email,0.01683445782838659,0
306,Bronze,15.457165520638085,1,1487.1129880216122,sms,6,credit,0.11647142186075493,0
307,Silver,28.636150372941287,0,2182.9450326285278,push,36,do_nothing,0.3333718258507646,1
308,Gold,3.225336449236022,1,3235.3061140258455,sms,5,do_nothing,0.15128890178593402,0
309,Bronze,28.665372424578933,0,4936.612486221377,sms,41,do_nothing,0.2807417520694573,0
310,Gold,4.443751548013289,0,2094.843051564497,push,9,do_nothing,0.04951986050365458,1
311,Silver,44.964827933659166,0,750.465080407248,push,72,credit,0.07993294172775955,0
312,Platinum,3.9630675404001634,0,1377.050727496319,sms,6,do_nothing,0.03919947770707348,0
313,Platinum,36.80308566161216,0,4540.33325216688,email,7,refund,0.01,0
314,Bronze,0.6603778102423082,0,3647.20635566469,sms,9,email,0.012825600724079005,0
315,Bronze,14.824406363594758,1,4055.903708173519,email,40,do_nothing,0.34779626996821444,1
316,Silver,9.114293720730732,0,1058.7569255275669,sms,30,email,0.021874380119321097,0
317,Silver,7.798226812588723,0,1107.4414491837856,push,42,do_nothing,0.06406393439206338,0
318,Gold,3.0354157697791773,0,1005.107033952032,email,32,credit,0.01,0
319,Gold,14.673619094384845,1,4357.261239392862,sms,20,credit,0.022958822126643012,0
320,Gold,2.5406508381227493,1,1444.85423912122,email,48,refund,0.01,0
321,Silver,9.65811387616137,1,3394.1828542087474,push,61,credit,0.011778787567014252,0
322,Silver,3.5042233486112875,0,2822.7486478246656,email,8,credit,0.01,1
323,Silver,37.379969425466925,1,2949.7546034323414,push,46,credit,0.17570041620153973,1
324,Gold,0.3485887419838434,0,1379.459112760707,push,46,do_nothing,0.018687557982623462,0
325,Bronze,2.673647509454543,1,3358.6074205429527,email,10,email,0.35334757558454244,0
326,Silver,3.329780979342251,0,693.9524050624902,push,12,refund,0.01,0
327,Silver,6.4146148768202575,0,4970.625243159329,push,38,email,0.01,0
328,Silver,3.1790020072061282,2,620.4150792172808,push,14,refund,0.02545315423688414,0
329,Silver,8.11191999867556,0,725.7044332213798,email,23,refund,0.01,0
330,Gold,24.712422541456064,0,1960.913389512566,push,25,do_nothing,0.2277709958049309,0
